timesteps,average_episode_return
2.087500000000000000e+05,4.936708176432858153e+01
2.100000000000000000e+05,5.022154922549906786e+01
2.112500000000000000e+05,4.900294807825253685e+01
2.125000000000000000e+05,4.533707352394572609e+01
2.137500000000000000e+05,5.016770949460521933e+01
2.150000000000000000e+05,4.728797738769897308e+01
2.162500000000000000e+05,4.750738902719763246e+01
2.175000000000000000e+05,5.078734910963269300e+01
2.187500000000000000e+05,4.458081350671406540e+01
2.200000000000000000e+05,5.305713895371556532e+01
2.212500000000000000e+05,5.041745894793561433e+01
2.225000000000000000e+05,5.042645147614656764e+01
2.237500000000000000e+05,4.836891370932930556e+01
2.250000000000000000e+05,0.000000000000000000e+00
2.262500000000000000e+05,3.935544683440606484e+00
2.275000000000000000e+05,5.739812601030733319e+00
2.287500000000000000e+05,4.637816694503456461e+00
2.300000000000000000e+05,1.081190952777263092e+01
2.312500000000000000e+05,1.255713668711603681e+01
2.325000000000000000e+05,1.593574123356617633e+01
2.337500000000000000e+05,1.677484104432670264e+01
2.350000000000000000e+05,1.825490035880849149e+01
2.362500000000000000e+05,1.972472631033243218e+01
2.375000000000000000e+05,1.798293589012505933e+01
2.387500000000000000e+05,1.873164580369522270e+01
2.400000000000000000e+05,2.361607282580266087e+01
2.412500000000000000e+05,2.374032490276298546e+01
2.425000000000000000e+05,2.729605933043542976e+01
2.437500000000000000e+05,2.510754407743176841e+01
2.450000000000000000e+05,2.751408211312160290e+01
2.462500000000000000e+05,3.108765690173421703e+01
2.475000000000000000e+05,3.065604915825041488e+01
2.487500000000000000e+05,2.981324373509462333e+01
2.500000000000000000e+05,3.353205084735975561e+01
2.512500000000000000e+05,3.376462097293436670e+01
2.525000000000000000e+05,3.192837345935106086e+01
2.537500000000000000e+05,3.343814748723702479e+01
2.550000000000000000e+05,3.578516541992636490e+01
2.562500000000000000e+05,3.562863444266282187e+01
2.575000000000000000e+05,3.609067370304291700e+01
2.587500000000000000e+05,3.611181725882448745e+01
2.600000000000000000e+05,3.232690880619617246e+01
2.612500000000000000e+05,3.917707137885636826e+01
2.625000000000000000e+05,3.930086874699610178e+01
2.637500000000000000e+05,3.885236701396829773e+01
2.650000000000000000e+05,3.594348459658211681e+01
2.662500000000000000e+05,3.909661305749254012e+01
2.675000000000000000e+05,4.024889333232950150e+01
2.687500000000000000e+05,4.019006536029664289e+01
2.700000000000000000e+05,4.074789585108455015e+01
2.712500000000000000e+05,3.681710963575293505e+01
2.725000000000000000e+05,4.274598520989015071e+01
2.737500000000000000e+05,4.293753026219156510e+01
2.750000000000000000e+05,4.336188488791223250e+01
2.762500000000000000e+05,4.486584348464715788e+01
2.775000000000000000e+05,4.294441444698967558e+01
2.787500000000000000e+05,4.541719222950911217e+01
2.800000000000000000e+05,4.048617132891651238e+01
2.812500000000000000e+05,4.445616856801153460e+01
2.825000000000000000e+05,4.282720052602797267e+01
2.837500000000000000e+05,4.625617511590117914e+01
2.850000000000000000e+05,4.264676675588314936e+01
2.862500000000000000e+05,4.270686647566367355e+01
2.875000000000000000e+05,4.261232487686509529e+01
2.887500000000000000e+05,4.499498571719745144e+01
2.900000000000000000e+05,4.256183650682486785e+01
2.912500000000000000e+05,4.595581936745774954e+01
2.925000000000000000e+05,4.582451671823916683e+01
2.937500000000000000e+05,4.456791034781288374e+01
2.950000000000000000e+05,4.483091681929472117e+01
2.962500000000000000e+05,4.338603979456033954e+01
2.975000000000000000e+05,4.852039013243701504e+01
2.987500000000000000e+05,4.644289070893156435e+01
3.000000000000000000e+05,4.258836670905602517e+01
