timesteps,average_episode_return
2.350000000000000000e+05,2.702780328616721306e+01
2.362500000000000000e+05,2.815896828732791946e+01
2.375000000000000000e+05,3.190636399555196334e+01
2.387500000000000000e+05,3.295582202732317256e+01
2.400000000000000000e+05,3.726024232592388330e+01
2.412500000000000000e+05,3.719340080955046091e+01
2.425000000000000000e+05,3.536274556467961361e+01
2.437500000000000000e+05,3.964943508214861367e+01
2.450000000000000000e+05,4.047405366432489160e+01
2.462500000000000000e+05,4.428582022369126747e+01
2.475000000000000000e+05,4.380421081271447292e+01
2.487500000000000000e+05,4.643392824636671179e+01
2.500000000000000000e+05,4.724853212209637121e+01
2.512500000000000000e+05,4.566908413586248372e+01
2.525000000000000000e+05,4.719148428200426793e+01
2.537500000000000000e+05,4.862685955895030787e+01
2.550000000000000000e+05,4.738006698329541422e+01
2.562500000000000000e+05,5.611207114600875201e+01
2.575000000000000000e+05,5.157023892666455112e+01
2.587500000000000000e+05,4.890959856202819367e+01
2.600000000000000000e+05,4.919803896724207704e+01
2.612500000000000000e+05,5.246258111569746063e+01
2.625000000000000000e+05,5.199109190345343734e+01
2.637500000000000000e+05,5.030264459776935837e+01
2.650000000000000000e+05,5.037127926633394992e+01
2.662500000000000000e+05,5.384164890969695705e+01
2.675000000000000000e+05,5.328054814429606267e+01
2.687500000000000000e+05,5.511886946383005181e+01
2.700000000000000000e+05,5.443922404949957894e+01
2.712500000000000000e+05,5.685842273023109072e+01
2.725000000000000000e+05,5.178507614061896902e+01
2.737500000000000000e+05,5.634372810459859693e+01
2.750000000000000000e+05,5.395564250925963279e+01
2.762500000000000000e+05,5.387566510122782404e+01
2.775000000000000000e+05,5.741614425235702157e+01
2.787500000000000000e+05,5.231794598301657828e+01
2.800000000000000000e+05,5.571925707085102886e+01
2.812500000000000000e+05,5.530153032752583897e+01
2.825000000000000000e+05,5.816523522583199934e+01
2.837500000000000000e+05,5.343203723193423826e+01
2.850000000000000000e+05,5.672977175054137433e+01
2.862500000000000000e+05,5.697716648879983836e+01
2.875000000000000000e+05,5.610690104096904207e+01
2.887500000000000000e+05,5.633934818069337069e+01
2.900000000000000000e+05,5.586154061263452775e+01
2.912500000000000000e+05,5.349574475695835929e+01
2.925000000000000000e+05,5.514988260120752983e+01
2.937500000000000000e+05,5.260477033316209372e+01
2.950000000000000000e+05,5.774097432909003658e+01
2.962500000000000000e+05,5.771972582975192267e+01
2.975000000000000000e+05,5.342206686817936401e+01
2.987500000000000000e+05,5.807896080595983079e+01
3.000000000000000000e+05,5.553241024384264790e+01
