timesteps,average_episode_return
2.650000000000000000e+05,3.133598445947116673e+01
2.662500000000000000e+05,2.815971693061510095e+01
2.675000000000000000e+05,2.545480005092375464e+01
2.687500000000000000e+05,2.772136197775986588e+01
2.700000000000000000e+05,2.322314756738035513e+01
2.712500000000000000e+05,2.680300397563169312e+01
2.725000000000000000e+05,2.679120023629674208e+01
2.737500000000000000e+05,3.037774400319228008e+01
2.750000000000000000e+05,2.850824752862725830e+01
2.762500000000000000e+05,3.012449853049765736e+01
2.775000000000000000e+05,2.560120473147680897e+01
2.787500000000000000e+05,2.802425873868177320e+01
2.800000000000000000e+05,2.712810340488474026e+01
2.812500000000000000e+05,3.060439470645730964e+01
2.825000000000000000e+05,2.964655318878757839e+01
2.837500000000000000e+05,2.956367446319050529e+01
2.850000000000000000e+05,2.530924260770948919e+01
2.862500000000000000e+05,3.309566054506331767e+01
2.875000000000000000e+05,2.900358232339048925e+01
2.887500000000000000e+05,2.985720388840870143e+01
2.900000000000000000e+05,3.505268635738886474e+01
2.912500000000000000e+05,3.314276430852864053e+01
2.925000000000000000e+05,3.057114492791123439e+01
2.937500000000000000e+05,3.171784256658405354e+01
2.950000000000000000e+05,2.776309999140817197e+01
2.962500000000000000e+05,2.892586750643604532e+01
2.975000000000000000e+05,3.209959919098371017e+01
2.987500000000000000e+05,2.960377536480672589e+01
3.000000000000000000e+05,3.020001504890542066e+01
