timesteps,average_episode_return
1.187500000000000000e+05,3.996425886183512688e+01
1.200000000000000000e+05,3.979963545864345065e+01
1.212500000000000000e+05,3.740704240482204312e+01
1.225000000000000000e+05,3.698793062052626368e+01
1.237500000000000000e+05,3.687443063896981243e+01
1.250000000000000000e+05,3.852910807294599493e+01
1.262500000000000000e+05,4.076993516129826389e+01
1.275000000000000000e+05,3.930645151368402423e+01
1.287500000000000000e+05,4.411223533870326463e+01
1.300000000000000000e+05,3.783636670427888049e+01
1.312500000000000000e+05,4.042706310007886827e+01
1.325000000000000000e+05,4.295847093507097014e+01
1.337500000000000000e+05,4.463607118986526245e+01
1.350000000000000000e+05,3.972537504061697433e+01
1.362500000000000000e+05,4.211797103456217428e+01
1.375000000000000000e+05,4.299351584342706900e+01
1.387500000000000000e+05,3.832847638894124032e+01
1.400000000000000000e+05,4.343811095145169787e+01
1.412500000000000000e+05,4.243274898829005792e+01
1.425000000000000000e+05,4.150728638480815391e+01
1.437500000000000000e+05,4.410543141852721760e+01
1.450000000000000000e+05,4.261203374777760899e+01
1.462500000000000000e+05,4.122438901925914934e+01
1.475000000000000000e+05,4.508639733070432243e+01
1.487500000000000000e+05,4.162203167949058980e+01
1.500000000000000000e+05,0.000000000000000000e+00
1.512500000000000000e+05,-1.578882946435104628e+00
1.525000000000000000e+05,6.862159441080475375e+00
1.537500000000000000e+05,7.059203893869100632e+00
1.550000000000000000e+05,1.037543411000827653e+01
1.562500000000000000e+05,1.230905548019930507e+01
1.575000000000000000e+05,1.582253705748424366e+01
1.587500000000000000e+05,1.436552534055353192e+01
1.600000000000000000e+05,1.731790231453285145e+01
1.612500000000000000e+05,1.875380813574186334e+01
1.625000000000000000e+05,2.178037352802991222e+01
1.637500000000000000e+05,2.238674511120125388e+01
1.650000000000000000e+05,2.430951670095380734e+01
1.662500000000000000e+05,2.579680875465389178e+01
1.675000000000000000e+05,2.335574466684834860e+01
1.687500000000000000e+05,2.713806791266558349e+01
1.700000000000000000e+05,2.884569541940561521e+01
