traj_id,t,trajEncPCA1,trajEncPCA2,skill_0,skill_1,skill_2,skill_3
0,0,0.0,0.0,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,1,0.7360792425938931,0.1201969882732388,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,2,1.428411049006698,0.8617202164205373,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,3,0.991657698192888,1.0300288313555876,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,4,1.4895359791921936,1.487519950599009,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,5,1.1481536000152694,1.69339501914014,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,6,1.2839315263624052,2.117230238696717,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,7,1.830134516888048,2.3146401186374663,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,8,2.2845969205539163,2.8369493166661925,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,9,2.444144102998605,3.3101483390417408,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,10,2.8343931037356858,3.609033651014951,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,11,2.7935365522839457,3.3633075151126177,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,12,2.865806560706014,3.0158155235058968,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,13,3.0345628640016225,2.873380048405763,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,14,3.140360476730056,3.2651054008083946,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,15,3.2962462674362687,3.5693497908938627,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,16,4.023186483563364,3.731782136916604,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,17,4.429184698674475,3.842761187339828,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,18,4.52248123621215,4.650355544718046,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,19,3.984893756583741,4.839564298712315,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,20,4.047218487434181,4.524758306818018,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,21,4.046536136241791,5.151827102637914,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,22,4.130085905049334,5.525487099724514,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,23,4.474593440424676,6.157332560531137,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,24,5.139542573793523,6.430328623432158,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,25,5.8255725888598615,6.57201380588656,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,26,6.119051603941206,7.122588489046343,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,27,6.576932511629292,7.617138926570325,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,28,6.253785010076045,8.030631936829973,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,29,6.415927317735651,7.714615958304253,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,30,6.450893842488465,7.617771773820361,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,31,6.790080348014078,7.583366499174937,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,32,7.094994090211561,7.838020858752831,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,33,7.204639940313879,7.700967425845159,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,34,7.312003320246813,8.014812108430093,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,35,7.49934810193094,8.287116069433074,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,36,7.116651064834991,8.934004011776901,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,37,7.45597808031159,9.029974875466907,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
0,38,7.5636776435024915,9.115068972676504,0.3243459659838226,0.0763657145380216,-0.1932687983404044,0.4100367001566953
