timesteps,average_return,std
4.781250000000000000e+04,7.550606874454693980e+02,3.628561275339605174e+01
4.914062500000000000e+04,7.671148890899378330e+02,4.523923307058312560e+01
5.046875000000000000e+04,7.748086885582606556e+02,4.876121472936612378e+01
5.179687500000000000e+04,7.811021156025963137e+02,4.613309178823096346e+01
5.312500000000000000e+04,7.786365740228457071e+02,5.473273114648615945e+01
5.445312500000000000e+04,7.978716097169547083e+02,5.220617361502942799e+01
5.578125000000000000e+04,8.034133947112798069e+02,5.178483541826417991e+01
5.710937500000000000e+04,7.783400128993042699e+02,5.809626372581454490e+01
5.843750000000000000e+04,8.195536649482795610e+02,5.084741842640794829e+01
5.976562500000000000e+04,8.048677533594808438e+02,5.539118346435049034e+01
6.109375000000000000e+04,7.785623211135981592e+02,6.553199467567689851e+01
6.242187500000000000e+04,8.043044856406256713e+02,6.114123436073768403e+01
6.375000000000000000e+04,8.247603023401597966e+02,8.320093526514139626e+01
6.507812500000000000e+04,8.445279265852576600e+02,6.462376820270444000e+01
6.640625000000000000e+04,8.513238849202982692e+02,6.073274929181884829e+01
6.773437500000000000e+04,8.203148855969601527e+02,7.864647590049251846e+01
6.906250000000000000e+04,8.345623064184029545e+02,9.305261791398251603e+01
7.039062500000000000e+04,9.266200864007685141e+02,8.519308331698451298e+01
7.171875000000000000e+04,9.224450727884570824e+02,9.037770010306250867e+01
7.304687500000000000e+04,8.864682646723384778e+02,9.201170434204722426e+01
7.437500000000000000e+04,8.847693968952165733e+02,1.023789614148955991e+02
7.570312500000000000e+04,9.174412557087275673e+02,1.032428750019733315e+02
7.703125000000000000e+04,9.036614236552728698e+02,1.093275186539694062e+02
7.835937500000000000e+04,9.046491523795789362e+02,1.076796627028046629e+02
7.968750000000000000e+04,8.409097015073728016e+02,1.048927709184887647e+02
8.101562500000000000e+04,8.767780861013848153e+02,1.084192997969558405e+02
8.234375000000000000e+04,8.707109429250465382e+02,1.051608400842786182e+02
8.367187500000000000e+04,8.603626969625980792e+02,1.202979788292550722e+02
8.500000000000000000e+04,8.565544520593645075e+02,1.236978587774712395e+02
8.632812500000000000e+04,8.781047455070350907e+02,1.288469915655452382e+02
8.765625000000000000e+04,8.809355353245978222e+02,1.221056272582868445e+02
8.898437500000000000e+04,9.023694275732877941e+02,1.229006994987406358e+02
9.031250000000000000e+04,8.761090579224908197e+02,1.213124259176819066e+02
9.164062500000000000e+04,8.996459868130710902e+02,1.247843621175640152e+02
9.296875000000000000e+04,8.833473759257691427e+02,1.208049530629974981e+02
9.429687500000000000e+04,8.939298301958168622e+02,1.269624104780422158e+02
9.562500000000000000e+04,8.988282008082737775e+02,1.198944636027403874e+02
9.695312500000000000e+04,9.147190373707228446e+02,1.242019323403724513e+02
9.828125000000000000e+04,9.048056599827477839e+02,1.212370864139575701e+02
9.960937500000000000e+04,9.394355315826171591e+02,1.188732890983825996e+02
1.009375000000000000e+05,9.264907755946346697e+02,1.149897005655289206e+02
1.022656250000000000e+05,9.545848381589702285e+02,1.196655615396953181e+02
1.035937500000000000e+05,9.329252466070904575e+02,1.139108729008106877e+02
1.049218750000000000e+05,9.483455034942653583e+02,1.186903234946047405e+02
1.062500000000000000e+05,0.000000000000000000e+00,7.978227384888080564e+01
1.075781250000000000e+05,3.758782985931209453e+01,6.887299711313823991e+01
1.089062500000000000e+05,3.952558968480525436e+01,7.030131923163166618e+01
1.102343750000000000e+05,7.811438332193688439e+01,8.086369009187232848e+01
1.115625000000000000e+05,1.063627781127025003e+02,6.473822725526625277e+01
1.128906250000000000e+05,1.515455582902009155e+02,8.218031448713460918e+01
1.142187500000000000e+05,1.545977459767894402e+02,7.063401735239692414e+01
1.155468750000000000e+05,1.931452564718661051e+02,6.632158373557145126e+01
1.168750000000000000e+05,2.448052828523436517e+02,9.027313689643251848e+01
1.182031250000000000e+05,2.818304714283490853e+02,7.506665078696980231e+01
1.195312500000000000e+05,3.087706596147800724e+02,7.772371175604313009e+01
1.208593750000000000e+05,3.429189271361962028e+02,7.748286287289587904e+01
1.221875000000000000e+05,3.879181335910220696e+02,8.280162922916143486e+01
1.235156250000000000e+05,4.302222777471492918e+02,7.385965652674539683e+01
1.248437500000000000e+05,4.661957059766694442e+02,7.899221207898202124e+01
1.261718750000000000e+05,4.721593443291533276e+02,8.543376373046481831e+01
1.275000000000000000e+05,4.736856433469367289e+02,6.067358434004767531e+01
1.288281250000000000e+05,5.224177948156705042e+02,8.348991625504513081e+01
1.301562500000000000e+05,5.322323579902949859e+02,7.040814871462289659e+01
1.314843750000000000e+05,5.409184019283054567e+02,8.036961914764964376e+01
1.328125000000000000e+05,5.374638118316302098e+02,6.045655376276712900e+01
1.341406250000000000e+05,5.326319055413978276e+02,4.978958835856501253e+01
1.354687500000000000e+05,5.101537096595549770e+02,4.336930493620260307e+01
1.367968750000000000e+05,5.467446414768187424e+02,5.186121997312117315e+01
1.381250000000000000e+05,5.331471203728521004e+02,4.453366189588376045e+01
1.394531250000000000e+05,5.341971282549793614e+02,4.885170236807503841e+01
1.407812500000000000e+05,5.178210127189154264e+02,4.479805404942345604e+01
1.421093750000000000e+05,5.402210937230967147e+02,3.686301949800731848e+01
1.434375000000000000e+05,5.673514800751745497e+02,3.426513033484334869e+01
1.447656250000000000e+05,6.223900903099361130e+02,2.731968865436380156e+01
1.460937500000000000e+05,6.002838269367538260e+02,1.815127034955538932e+01
1.474218750000000000e+05,6.455047334906893184e+02,2.033738760378660970e+01
1.487500000000000000e+05,6.709486104996758513e+02,2.465377319604269246e+01
1.500781250000000000e+05,7.015711303507403045e+02,1.096956497914332829e+01
1.514062500000000000e+05,7.189476362560666303e+02,2.536509031160314009e+01
1.527343750000000000e+05,7.552158057442723020e+02,1.677659678736078774e+01
1.540625000000000000e+05,7.746868177941242948e+02,8.996912678857583501e+00
1.553906250000000000e+05,8.103407621573347797e+02,2.642361250817072005e+01
1.567187500000000000e+05,8.098830547455630722e+02,2.926637779558680563e+01
1.580468750000000000e+05,8.118034213048821357e+02,2.326394158088635322e+01
1.593750000000000000e+05,8.451851522889194257e+02,3.379107337716464343e+01
1.607031250000000000e+05,8.298966336341259193e+02,3.124399219593965427e+01
1.620312500000000000e+05,8.118675814577065921e+02,2.805263073448720945e+01
1.633593750000000000e+05,7.940447202971777187e+02,2.878923112755499858e+01
1.646875000000000000e+05,7.900816613879877650e+02,3.499087037954483748e+01
1.660156250000000000e+05,7.991759943210577148e+02,3.958994687381330380e+01
1.673437500000000000e+05,7.966177057215563764e+02,4.343788151818210963e+01
1.686718750000000000e+05,7.832115141391022917e+02,4.971602697648377500e+01
1.700000000000000000e+05,8.384762180971553107e+02,5.704850650015471558e+01
1.713281250000000000e+05,8.527899818356615924e+02,5.577289464539934016e+01
1.726562500000000000e+05,8.721944533679550204e+02,6.273006292960693031e+01
1.739843750000000000e+05,8.597892365981231251e+02,5.117294495984609171e+01
1.753125000000000000e+05,8.081384604506849882e+02,6.278059618460455482e+01
1.766406250000000000e+05,8.260559209549572870e+02,7.829377128404593122e+01
1.779687500000000000e+05,8.192172903799556707e+02,7.910347209764323395e+01
1.792968750000000000e+05,7.924718233324354060e+02,7.841886410820745823e+01
1.806250000000000000e+05,7.773361314125129411e+02,9.255574676214257579e+01
1.819531250000000000e+05,7.849790933827630397e+02,8.700935343570415625e+01
1.832812500000000000e+05,8.250593683529051532e+02,8.116538358371886375e+01
1.846093750000000000e+05,8.816861789037175186e+02,1.023446765196435280e+02
1.859375000000000000e+05,8.548570540323148634e+02,9.393857290400015359e+01
1.872656250000000000e+05,8.493813301242814759e+02,1.069520956134823848e+02
1.885937500000000000e+05,8.427902487277723367e+02,1.125632196453361189e+02
1.899218750000000000e+05,8.564630000530989946e+02,1.135819152706082491e+02
1.912500000000000000e+05,8.305411238493747987e+02,1.130694974899807619e+02
1.925781250000000000e+05,8.015572792304831182e+02,1.092710316723156438e+02
1.939062500000000000e+05,7.600211656023905107e+02,1.166812464842671488e+02
1.952343750000000000e+05,7.998454775567248589e+02,1.148603066409946933e+02
1.965625000000000000e+05,8.592741165603561058e+02,1.142561150800435854e+02
1.978906250000000000e+05,8.627824225507671372e+02,1.102378416065972431e+02
1.992187500000000000e+05,8.561382264372609825e+02,1.102392844535323206e+02
2.005468750000000000e+05,8.940648797236721066e+02,1.157559676388694356e+02
2.018750000000000000e+05,9.107004880946623189e+02,1.125865703299749043e+02
2.032031250000000000e+05,9.488461770106985114e+02,1.096015851789416615e+02
2.045312500000000000e+05,9.267113700186918095e+02,1.191979674595733059e+02
2.058593750000000000e+05,8.814022193216798087e+02,1.292899698145675984e+02
