timesteps,average_return,std
2.536718750000000000e+05,3.712989918272791101e+02,6.075441854733335134e+01
2.550000000000000000e+05,4.007041556745339790e+02,5.002147666814385474e+01
2.563281250000000000e+05,4.083961746319837403e+02,4.932298564743950919e+01
2.576562500000000000e+05,4.475054370531737504e+02,5.382887554534678998e+01
2.589843750000000000e+05,4.472259100677665629e+02,4.736695287639061291e+01
2.603125000000000000e+05,4.748004737008686220e+02,6.064364684703230068e+01
2.616406250000000000e+05,4.749489740126048218e+02,3.521552357423301771e+01
2.629687500000000000e+05,4.747645041386191451e+02,3.587447118124521950e+01
2.642968750000000000e+05,5.190000667654259132e+02,4.567678345322669742e+01
2.656250000000000000e+05,5.008646834145769162e+02,5.244689810328842583e+01
2.669531250000000000e+05,4.437280425177694383e+02,5.663684588906593120e+01
2.682812500000000000e+05,4.612084748245466130e+02,3.832205801753583074e+01
2.696093750000000000e+05,4.644903895295652774e+02,5.598331361051226196e+01
2.709375000000000000e+05,4.933981104368385786e+02,6.422133686116441709e+01
2.722656250000000000e+05,5.033157328669771005e+02,7.293225701894601798e+01
2.735937500000000000e+05,4.616602362891104008e+02,6.546588476512903298e+01
2.749218750000000000e+05,4.840344599918317385e+02,7.173835202784567855e+01
2.762500000000000000e+05,5.009769471031665944e+02,6.660822357974345209e+01
2.775781250000000000e+05,5.298856801469180482e+02,7.748582287863635543e+01
2.789062500000000000e+05,5.322585983808382935e+02,8.395737395329135211e+01
2.802343750000000000e+05,5.453080164509212864e+02,7.696471620743693620e+01
2.815625000000000000e+05,4.991938666680208598e+02,8.526471982639745306e+01
2.828906250000000000e+05,4.992723778001766277e+02,9.001654482659165524e+01
2.842187500000000000e+05,5.300490029748973484e+02,1.057067451428741265e+02
2.855468750000000000e+05,5.492325586686813494e+02,1.170919303523039900e+02
2.868750000000000000e+05,5.762518580138388415e+02,1.069566932175270608e+02
2.882031250000000000e+05,5.926653756737332515e+02,1.123777463124947644e+02
2.895312500000000000e+05,5.650837163056376085e+02,1.110661301470146043e+02
2.908593750000000000e+05,6.304532631443021273e+02,1.242011580366207966e+02
2.921875000000000000e+05,6.343424859811636907e+02,1.291861778031673964e+02
2.935156250000000000e+05,6.313607755745103987e+02,1.319006713663090409e+02
2.948437500000000000e+05,6.545745933178028508e+02,1.399355338464855549e+02
2.961718750000000000e+05,6.548604388035946613e+02,1.372147301657461469e+02
2.975000000000000000e+05,6.642759339216895569e+02,1.387828123164977399e+02
