timesteps,average_return,std
2.005468750000000000e+05,6.826399373137755902e+02,1.776871507632662315e+02
2.018750000000000000e+05,6.940721160899859115e+02,1.986318911482080125e+02
2.032031250000000000e+05,6.995864721948302076e+02,1.793135554119251367e+02
2.045312500000000000e+05,6.617904811377077294e+02,1.694358364573556912e+02
2.058593750000000000e+05,6.814282867526874270e+02,1.648487151817843994e+02
2.071875000000000000e+05,6.859149266461508887e+02,1.693930172457398839e+02
2.085156250000000000e+05,7.116027993308323403e+02,1.661771834337863822e+02
2.098437500000000000e+05,7.715196685218566017e+02,1.566490769639746077e+02
2.111718750000000000e+05,7.267207605385732450e+02,1.499912910419194816e+02
2.125000000000000000e+05,0.000000000000000000e+00,9.370778368381182588e+01
2.138281250000000000e+05,1.035319455892449092e+01,1.015223240627271082e+02
2.151562500000000000e+05,1.360554956635056989e+01,9.720447150984284690e+01
2.164843750000000000e+05,6.213091342318858779e+01,1.113536062166646587e+02
2.178125000000000000e+05,5.857925605226245835e+01,1.191795193802810928e+02
2.191406250000000000e+05,5.168326870492828817e+01,1.153153709083396734e+02
2.204687500000000000e+05,1.190799590739377720e+02,1.265825048469340004e+02
2.217968750000000000e+05,1.641949916136020136e+02,1.293231358314722002e+02
2.231250000000000000e+05,2.190288451045067291e+02,1.290818412064398331e+02
2.244531250000000000e+05,2.840892292956874030e+02,1.345436947084619987e+02
2.257812500000000000e+05,2.903193656550948276e+02,1.539836496581162635e+02
2.271093750000000000e+05,2.959385830859658881e+02,1.415366227408140958e+02
2.284375000000000000e+05,3.004193164228806268e+02,1.459049015872448365e+02
2.297656250000000000e+05,2.848547855404714255e+02,1.650394202948707232e+02
2.310937500000000000e+05,2.466569375266441853e+02,1.502921916873719113e+02
2.324218750000000000e+05,2.150855795797494352e+02,1.600744565322098367e+02
2.337500000000000000e+05,1.920561994946912989e+02,1.551954137536287135e+02
2.350781250000000000e+05,1.861163854790120524e+02,1.472381165597014387e+02
2.364062500000000000e+05,2.111396428021724034e+02,1.576263456490610224e+02
2.377343750000000000e+05,2.407915069670615082e+02,1.569383693709978616e+02
2.390625000000000000e+05,2.737867865804140592e+02,1.418447449420504256e+02
2.403906250000000000e+05,3.083239837514257147e+02,1.490781046191885650e+02
2.417187500000000000e+05,3.271412733807255790e+02,1.501527631715969449e+02
2.430468750000000000e+05,3.742728362153930561e+02,1.440604669236362270e+02
2.443750000000000000e+05,3.765050008892108053e+02,1.433715300179116809e+02
2.457031250000000000e+05,3.966931747128419943e+02,1.513261140995796836e+02
2.470312500000000000e+05,4.013690731690227267e+02,1.407882031971445826e+02
2.483593750000000000e+05,4.034446454982254409e+02,1.418430169847846116e+02
2.496875000000000000e+05,3.537750370795325807e+02,1.400358026601363690e+02
2.510156250000000000e+05,3.659123390332817962e+02,1.387162311738821359e+02
2.523437500000000000e+05,3.658624479132458305e+02,1.397878546037570686e+02
2.536718750000000000e+05,3.943895406152159921e+02,1.373445196682725111e+02
2.550000000000000000e+05,4.151870626454874014e+02,1.358991965748473945e+02
2.563281250000000000e+05,4.263806719756078678e+02,1.386525262956047300e+02
2.576562500000000000e+05,4.499151455347627575e+02,1.224953264279136960e+02
2.589843750000000000e+05,4.807921825317054072e+02,1.253461378321320865e+02
2.603125000000000000e+05,4.480145985041241374e+02,1.259134592656135965e+02
2.616406250000000000e+05,4.159227755947871401e+02,1.323651299887344521e+02
2.629687500000000000e+05,4.017571955658837624e+02,1.315512392264116386e+02
2.642968750000000000e+05,3.800922572530434422e+02,1.198900931571792796e+02
2.656250000000000000e+05,3.684734140559233992e+02,1.247237969243696512e+02
2.669531250000000000e+05,3.411401850304254140e+02,1.308696635031766959e+02
2.682812500000000000e+05,3.435227350477472328e+02,1.170295674225930753e+02
2.696093750000000000e+05,3.706964386832182754e+02,1.243155946157506122e+02
2.709375000000000000e+05,4.280412406195791846e+02,1.236559544318077002e+02
2.722656250000000000e+05,4.710695991893312566e+02,1.219032964683502627e+02
2.735937500000000000e+05,5.034062144669697432e+02,1.384329988639495070e+02
2.749218750000000000e+05,5.551968634068686015e+02,1.372279138041949693e+02
2.762500000000000000e+05,6.219100135859267766e+02,1.332985354455368565e+02
2.775781250000000000e+05,6.702889931610080794e+02,1.427217639936377225e+02
2.789062500000000000e+05,6.931556064887807906e+02,1.404635676054728037e+02
2.802343750000000000e+05,6.543686312010253232e+02,1.524176637855221941e+02
2.815625000000000000e+05,6.208576037322766297e+02,1.483603755972150964e+02
2.828906250000000000e+05,6.239414871988814184e+02,1.532646813796058325e+02
2.842187500000000000e+05,5.852368538360603907e+02,1.537093429385602121e+02
2.855468750000000000e+05,5.333058268805916668e+02,1.613155177611851911e+02
2.868750000000000000e+05,4.872899044076867199e+02,1.688039217781417278e+02
2.882031250000000000e+05,5.039207980846351802e+02,1.734214086345035923e+02
2.895312500000000000e+05,5.243233738410427804e+02,1.593842393071680874e+02
2.908593750000000000e+05,5.661529650858656169e+02,1.712086026382311275e+02
2.921875000000000000e+05,5.704396600288397394e+02,1.711231839555509566e+02
2.935156250000000000e+05,5.908843685626040951e+02,1.812377116974381011e+02
2.948437500000000000e+05,6.186880054410834191e+02,1.796510019159353533e+02
2.961718750000000000e+05,6.562799130845255604e+02,1.851346248955066187e+02
2.975000000000000000e+05,6.588058437811580461e+02,1.804846691047777654e+02
2.988281250000000000e+05,6.460299902629349162e+02,1.964136695604856584e+02
3.001562500000000000e+05,6.216569755945620273e+02,1.845104714039464966e+02
3.014843750000000000e+05,6.116042099922409534e+02,1.897208288013757453e+02
3.028125000000000000e+05,5.833859050054610407e+02,1.863693792188773557e+02
3.041406250000000000e+05,5.571474346592951861e+02,1.870970578217669527e+02
3.054687500000000000e+05,5.695593443584042461e+02,1.784300385268287243e+02
3.067968750000000000e+05,5.895721259301582222e+02,1.919920722712038241e+02
3.081250000000000000e+05,5.979617273553354835e+02,1.730794201690319767e+02
3.094531250000000000e+05,5.949954501484319280e+02,1.716581663694020961e+02
